Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
SJOS4,"0,09","-0,15","-0,01","0,674","0,00%","0,397","-0,01","-2,68","-0,01","-54,09","-54,09","-25,18%","-462,95%","0,01","1,13%","4,33%","0,00","-192.639.000,00","-0,12","-14,67%"
INEP4,"1,18","-0,14","-0,03","14,312","0,00%","0,131","-0,06","-0,63","-0,03","-10,54","-11,30","-2.280,75%","-10.707,10%","0,13","-26,48%","23,84%","33.043,80","-1.791.040.000,00","-0,52","-24,59%"
FTRX4,"0,11","-0,13","-0,02","0,174","0,00%","0,019","-0,03","-0,16","-0,01","-1,74","-2,24","-106,22%","-138,83%","0,06","-11,99%","13,50%","0,00","-154.535.000,00","-0,16","-31,25%"
TEKA3,"42,50","-0,13","-0,01","0,066","0,00%","0,017","-0,01","1,33","-0,01","39,59","31,09","4,95%","-52,80%","0,05","2,13%","7,76%","0,00","-2.202.960.000,00","-0,28","23,75%"
TXRX4,"1,57","-0,12","-0,02","0,059","0,00%","0,038","-0,04","-0,80","-0,01","-41,71","-85,18","-7,39%","-51,35%","0,28","-5,10%","15,03%","404,28","-385.474.000,00","-0,89","-10,32%"
SNSY5,"2,75","-0,10","-0,01","0,021","0,00%","0,037","-0,16","-0,96","-0,01","-12,38","-111,41","-2,25%","-21,38%","0,71","-4,47%","9,63%","5.946,92","-2.171.860.000,00","-0,12","7,84%"
CTSA3,"2,32","-0,10","0,16","0,454","0,00%","0,024","-0,06","-0,21","-0,04","-3,34","-3,84","-212,43%","-453,89%","0,28","-12,97%","-162,83%","346,18","99.103.000,00","2,41","-50,19%"
FBMC4,"1,96","-0,09","-0,02","0,095","0,00%","0,034","-0,04","-0,07","-0,02","-0,53","-0,59","-135,59%","-101,97%","0,31","-64,70%","24,19%","0,00","-63.552.000,00","-0,15","-31,66%"
CTSA4,"2,02","-0,09","0,14","0,395","0,00%","0,021","-0,05","-0,19","-0,03","-3,31","-3,81","-212,43%","-453,89%","0,28","-12,97%","-162,83%","1.768,47","99.103.000,00","2,41","-50,19%"
RPMG3,"2,09","-0,09","-0,02","0,016","0,00%","0,014","-0,05","-0,08","-0,02","-0,05","-0,05","-21,08%","-19,19%","0,76","-18,65%","22,32%","10.534,50","-7.433.370.000,00","0,00","43,64%"
VPTA4,"10,50","-0,07","-0,01","0,260","0,00%","0,054","-0,02","-0,13","-0,01","-6,89","-6,89","-193,57%","-396,38%","0,23","-45,00%","10,11%","0,00","-867.658.000,00","-0,34","-58,91%"
TEKA4,"21,25","-0,06","0,00","0,033","0,00%","0,009","0,00","0,67","0,00","38,92","30,57","4,95%","-52,80%","0,05","2,13%","7,76%","0,00","-2.202.960.000,00","-0,28","23,75%"
PMAM3,"0,72","-0,06","-0,01","0,161","0,00%","0,056","-0,01","-0,34","-0,01","-20,98","-31,67","-47,01%","-283,89%","0,05","-29,82%","23,04%","1.124.740,00","-6.658.140.000,00","-0,79","-47,30%"
CTNM4,"0,86","-0,06","-0,07","0,041","0,00%","0,009","-0,01","-0,06","-0,01","-2,95","-3,75","-67,36%","-137,36%","0,24","-17,07%","126,34%","0,00","-375.916.000,00","-3,54","-24,85%"
TENE7,"9,80","-0,05","-0,01","1,596","0,00%","0,116","-0,61","-1,39","-0,01","-1,35","-3,05","-115,21%","-2.917,63%","0,22","-8,62%","13,74%","0,00","-157.757.000,00","0,00","581,45%"
VPSC4,"9,99","-0,05","4,30","0,029","0,00%","0,033","-0,06","-0,13","-0,06","-0,20","-0,20","-22,82%","-55,90%","0,43","-28,56%","-8.246,83%","0,00","1.232.000,00","6,15","-10,02%"
JFEN3,"0,96","-0,05","-0,14","0,056","0,00%","0,016","0,05","-0,10","-0,05","-2,33","-2,69","-58,05%","-117,45%","1,66","-18,03%","288,39%","17.277,10","-88.903.000,00","-3,27","124,67%"
VAGV3,"1,14","-0,05","-0,01","0,014","0,00%","0,037","-0,08","-0,27","-0,01","-8,90","-8,90","-5,08%","-29,29%","0,52","-15,14%","20,73%","0,00","-8.194.580.000,00","-0,31","1,06%"
DHBI4,"1,01","-0,04","-0,01","0,046","0,00%","0,018","-0,01","-0,20","-0,01","-21,09","-51,10","-23,58%","-154,81%","0,12","-10,50%","21,03%","0,00","-456.340.000,00","-0,99","-23,62%"
VAGV4,"1,02","-0,04","-0,01","0,012","0,00%","0,033","-0,07","-0,24","-0,01","-8,87","-8,87","-5,08%","-29,29%","0,52","-15,14%","20,73%","0,00","-8.194.580.000,00","-0,31","1,06%"
GAFP3,"0,12","-0,04","-0,01","0,372","0,00%","0,015","-0,09","-0,48","-0,01","-46,92","-46,92","-77,57%","-981,28%","0,51","-3,21%","38,79%","0,00","-80.712.500,00","-1,43","-58,09%"
ARTE3,"7,70","-0,04","-0,04","0,000","0,00%","0,103","0,00","-0,52","0,00","-15,85","-15,85","0,00%","0,00%","0,00","0,00%","102,90%","0,00","-33.570.000,00","0,00","-64,35%"
TROR3,"2,63","-0,03","-0,01","0,598","0,00%","0,532","-0,01","-6,57","-0,01","-728,92","-728,92","-9,11%","-1.745,52%","0,01","-9,77%","21,14%","0,00","-1.959.650.000,00","-0,80","6,34%"
SEQL3,"2,50","-0,03","-0,05","0,039","0,00%","0,035","-0,04","-0,05","-0,02","-1,61","-2,10","-78,59%","-147,74%","0,15","-75,01%","152,58%","675.677,00","-592.212.000,00","-1,50","-20,29%"
VPSC3,"6,03","-0,03","2,59","0,017","0,00%","0,020","-0,03","-0,08","-0,04","-0,15","-0,15","-22,82%","-55,90%","0,43","-28,56%","-8.246,83%","0,00","1.232.000,00","6,15","-10,02%"
VPTA3,"5,00","-0,03","0,00","0,124","0,00%","0,026","-0,01","-0,06","0,00","-6,82","-6,82","-193,57%","-396,38%","0,23","-45,00%","10,11%","0,00","-867.658.000,00","-0,34","-58,91%"
ARTE4,"6,81","-0,03","-0,03","0,000","0,00%","0,091","0,00","-0,46","0,00","-15,79","-15,79","0,00%","0,00%","0,00","0,00%","102,90%","0,00","-33.570.000,00","0,00","-64,35%"
OIBR3,"0,17","-0,03","0,00","0,246","0,00%","0,003","-0,02","-0,02","0,00","-3,88","-5,18","-1.141,46%","-808,87%","0,59","-17,97%","11,89%","2.930.070,00","-15.496.000.000,00","-0,72","-45,94%"
GSHP3,"4,00","-0,03","-0,01","0,041","0,00%","0,007","-0,07","0,13","0,00","36,05","34,68","30,29%","-135,61%","0,57","5,45%","19,49%","1.266,72","-1.318.090.000,00","-1,62","10,70%"
PDGR3,"1,48","-0,03","0,00","0,049","0,00%","0,010","-0,01","-0,08","0,00","-7,08","-7,12","-58,56%","-182,07%","0,34","-29,15%","5,25%","347.123,00","-3.405.290.000,00","-0,13","-27,39%"
TROR4,"1,56","-0,02","0,00","0,355","0,00%","0,316","0,00","-3,90","0,00","-726,24","-726,24","-9,11%","-1.745,52%","0,01","-9,77%","21,14%","0,00","-1.959.650.000,00","-0,80","6,34%"
SGPS3,"1,64","-0,02","-0,02","0,030","0,00%","0,007","-0,01","-0,05","-0,01","-3,04","-3,99","-62,34%","-176,80%","0,22","-17,44%","127,05%","0,00","-764.048.000,00","-1,43","-22,01%"
GAFP4,"0,05","-0,02","-0,01","0,155","0,00%","0,006","-0,04","-0,20","0,00","-46,65","-46,65","-77,57%","-981,28%","0,51","-3,21%","38,79%","0,00","-80.712.500,00","-1,43","-58,09%"
MILK33,"0,30","-0,02","-0,02","0,077","0,00%","0,029","-0,08","-0,04","-0,02","-0,11","-0,12","-176,80%","-508,08%","0,50","-70,91%","165,12%","0,00","-516.285.000,00","-0,04","-42,04%"
RPMG4,"0,26","-0,01","0,00","0,002","0,00%","0,002","-0,01","-0,01","0,00","0,02","0,02","-21,08%","-19,19%","0,76","-18,65%","22,32%","0,00","-7.433.370.000,00","0,00","43,64%"
SCAR4,"10,00","-0,01","0,00","0,001","0,00%","0,000","0,00","0,01","0,00","8,32","5,06","22,61%","-15,03%","3,30","3,51%","-4,06%","0,00","1.504.490.000,00","0,70","23,60%"
OSXB3,"2,09","0,00","0,00","0,083","0,00%","0,004","-0,01","-0,21","0,00","-232,63","-432,50","-40,30%","-1.855,80%","0,04","-2,17%","15,92%","3.993,57","-8.925.360.000,00","-0,83","38,15%"
CGOS4,"16,00","0,00","0,00","0,000","0,00%","0,000","0,00","-0,16","0,00","-313,85","-313,85","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%"
TENE5,"0,50","0,00","0,00","0,081","0,00%","0,006","-0,03","-0,07","0,00","-0,03","-0,07","-115,21%","-2.917,63%","0,22","-8,62%","13,74%","0,00","-157.757.000,00","0,00","581,45%"
CBMA4,"0,01","0,00","0,00","0,088","0,00%","0,008","-0,28","0,05","0,00","1.445,63","1.272,69","177,87%","-13.196,20%","0,50","15,29%","4,96%","0,00","-29.580.200.000,00","-1,02","114,30%"
CBMA3,"0,01","0,00","0,00","0,088","0,00%","0,008","-0,28","0,05","0,00","1.445,63","1.272,69","177,87%","-13.196,20%","0,50","15,29%","4,96%","0,00","-29.580.200.000,00","-1,02","114,30%"
OSAO4,"8,98","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-9,63","8,11","-2,46%","-15,06%","0,32","-5,68%","26,14%","0,00","-673.571.000,00","-0,43","18,58%"
ECIS3,"211,65","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,53","1,53","34,90%","14,18%","1,38","12,48%","7,33%","0,00","129.346.000,00","0,38","4,66%"
BBTG11,"15,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
GALO3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","13,98%","-184,58%","0,00","39,37%","7,62%","0,00","-60.607.000,00","0,00","-28,97%"
GALO4,"0,25","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","13,98%","-184,58%","0,00","39,37%","7,62%","0,00","-60.607.000,00","0,00","-28,97%"
ALBA3,"2,15","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,27","-1,27","9,50%","9,62%","1,83","20,40%","19,77%","0,00","354.860.000,00","0,03","14,69%"
TNEP4,"3,95","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,09","-1,09","20,92%","25,42%","2,39","20,53%","22,80%","0,00","955.105.000,00","0,06","8,15%"
REPA3,"1,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","4,54","4,54","5,18%","1,22%","1,99","4,05%","1,91%","0,00","378.378.000,00","0,42","1,09%"
TNEP3,"3,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,09","-1,09","20,92%","25,42%","2,39","20,53%","22,80%","0,00","955.105.000,00","0,06","8,15%"
REPA4,"1,08","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","4,54","4,54","5,18%","1,22%","1,99","4,05%","1,91%","0,00","378.378.000,00","0,42","1,09%"
OMGE3,"27,57","0,00","1.070,88","0,000","0,00%","385,314","3.102,14","0,00","-1.049,26","0,00","0,00","0,00%","0,00%","1,83","0,00%","0,00%","0,00","5.156.090,00","1,30","29,71%"
CCTY3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
GPIV33,"4,42","0,00","0,23","-6,068","0,00%","0,120","0,89","-2,36","2,57","0,56","0,56","257,32%","0,00%","3,34","-6,05%","0,00%","0,00","1.318.490.000,00","0,03","-40,99%"
ODER3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","579.216.000,00","0,00","-0,42%"
BBTG13,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,00%","0,00","10.000,00","0,00","0,00%"
BMEF3,"11,00","0,00","4,16","0,000","0,00%","3,482","10,24","0,00","11,30","0,00","0,00","0,00%","0,00%","3,70","0,00%","0,00%","0,00","2.674.780.000,00","0,00","0,00%"
ECIS4,"145,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,53","1,53","34,90%","14,18%","1,38","12,48%","7,33%","0,00","129.346.000,00","0,38","4,66%"
PRBC3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","27,80%","0,00","1.344.020.000,00","0,00","1,09%"
BERG3,"33,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-10,49","-10,49","-8,60%","-32,60%","0,46","-5,58%","-102,71%","0,00","9.538.000,00","2,86","-8,00%"
AGEI3,"7,80","0,00","1,25","0,000","0,00%","0,470","1,39","0,00","-12,59","0,00","0,00","0,00%","0,00%","2,45","0,00%","0,00%","0,00","1.878.210.000,00","1,01","0,00%"
EQMA5B,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","4.334.970.000,00","0,00","7,90%"
EQMA6B,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","4.334.970.000,00","0,00","7,90%"
ESTC4,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","4,94","2,54","15,72%","4,44%","1,18","10,20%","7,80%","0,00","3.134.370.000,00","1,69","6,69%"
PTIP3,"22,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,62","3,62","13,73%","7,55%","0,70","23,13%","-121,74%","0,00","-155.957.000,00","-9,02","62,11%"
PTIP4,"25,15","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,62","3,62","13,73%","7,55%","0,70","23,13%","-121,74%","0,00","-155.957.000,00","-9,02","62,11%"
FLCL3,"11,50","0,00","12,11","0,000","0,00%","2,439","-582,58","0,00","-4,74","0,00","0,00","0,00%","0,00%","0,99","0,00%","0,00%","0,00","428.112.000,00","2,70","0,00%"
FLCL5,"12,50","0,00","13,16","0,000","0,00%","2,651","-633,24","0,00","-5,15","0,00","0,00","0,00%","0,00%","0,99","0,00%","0,00%","0,00","428.112.000,00","2,70","0,00%"
OBTC3,"9,81","0,00","-12.076,70","0,000","0,00%","1.982,060","-2.432,31","0,00","-2.432,31","0,00","0,00","0,00%","0,00%","0,30","0,00%","0,00%","3.180.640,00","-258.000,00","0,00","0,00%"
SALM3,"5,70","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,10","1,10","10,22%","4,13%","1,31","25,78%","19,53%","0,00","475.600.000,00","0,80","24,53%"
LATS3,"22,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,27","1,27","11,74%","1,30%","1,67","11,63%","1,84%","0,00","680.646.000,00","0,39","15,37%"
ARPS4,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-14,08","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%","0,00","-12.690.000,00","-1,24","-17,53%"
LECO3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-3,00","-3,00","-2,14%","-4,72%","0,82","-3,48%","-14,82%","0,00","105.928.000,00","0,20","3,58%"
BPAT33,"20,00","0,00","0,82","0,000","35,72%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","876.492.000,00","0,00","0,00%"
SLCP3,"610,02","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
BPNM3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,67%","0,00","7.792.670.000,00","0,00","-1,53%"
MLPA3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-2,08","-2,08","6,66%","8,92%","0,00","0,00%","45,13%","0,00","44.578.000,00","0,00","-7,51%"
SGEN4,"0,60","0,00","0,09","71,251","0,00%","0,059","-1,00","-3,81","-0,24","-4,50","-4,50","-1.871,17%","0,00%","0,65","-1,59%","0,00%","0,00","156.981.000,00","0,02","-59,85%"
SGEN3,"5,00","0,00","0,77","593,760","0,00%","0,493","-8,34","-31,73","-2,01","-32,42","-32,42","-1.871,17%","0,00%","0,65","-1,59%","0,00%","0,00","156.981.000,00","0,02","-59,85%"
SFSA3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%"
SASG3,"0,98","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
SEBB3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-0,23","-0,23","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%"
MSAN3,"6,44","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,21","0,21","6,27%","2,42%","1,18","11,78%","11,81%","0,00","2.533.030.000,00","0,39","101,35%"
ARPS3,"0,30","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-14,08","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%","0,00","-12.690.000,00","-1,24","-17,53%"
BOVH3,"15,71","0,00","6,16","0,000","0,00%","4,874","6,90","0,00","6,91","0,00","0,00","0,00%","0,00%","4,40","0,00%","0,00%","0,00","1.843.320.000,00","0,00","0,00%"
CCHI4,"0,02","0,00","-0,01","0,000","0,00%","0,077","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","-160.477.000,00","0,00","20,36%"
ICPI3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
CCHI3,"0,02","0,00","-0,01","0,000","0,00%","0,077","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","-160.477.000,00","0,00","20,36%"
SALM4,"5,90","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,10","1,10","10,22%","4,13%","1,31","25,78%","19,53%","0,00","475.600.000,00","0,80","24,53%"
FLCL6,"9,91","0,00","10,43","0,000","0,00%","2,102","-502,03","0,00","-4,08","0,00","0,00","0,00%","0,00%","0,99","0,00%","0,00%","0,00","428.112.000,00","2,70","0,00%"
ILLS4,"100,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,73","0,73","8,43%","-10,22%","0,50","8,14%","36,09%","0,00","-18.567.000,00","-0,22","9,33%"
INHA3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-7,25","-7,89","-21,38%","-7,16%","1,88","-3,95%","-3,13%","0,00","1.989.340.000,00","0,78","-7,21%"
BSGR3,"1.091,28","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
JBDU3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","56.569.000,00","0,00","0,00%"
JFAB4,"0,06","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-112,33","-112,33","0,00%","0,00%","0,00","0,00%","2,34%","0,00","-10.183.000,00","0,00","0,00%"
MSAN4,"6,44","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,21","0,21","6,27%","2,42%","1,18","11,78%","11,81%","0,00","2.533.030.000,00","0,39","101,35%"
SEBB4,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-0,23","-0,23","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%"
ABCB3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,47%","0,00","6.700.380.000,00","0,00","16,26%"
CLSC6,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","3.951.430.000,00","0,00","0,80%"
AESL3,"10.081,90","0,00","1,79","0,000","0,00%","0,529","-26,64","0,00","-1,03","0,00","0,00","0,00%","0,00%","0,91","0,00%","0,00%","0,00","6.327.400.000,00","1,43","6,87%"
AESL4,"10.081,90","0,00","1,79","0,000","0,00%","0,529","-26,64","0,00","-1,03","0,00","0,00","0,00%","0,00%","0,91","0,00%","0,00%","0,00","6.327.400.000,00","1,43","6,87%"
CMMA4,"0,81","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,03","0,03","0,00%","0,00%","0,00","0,00%","-1,92%","0,00","-79.623.000,00","0,00","0,00%"
VSPT4,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","3.786.440.000,00","0,00","9,18%"
CSPC4,"1,20","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,43","1,43","38,62%","18,85%","1,43","29,18%","45,33%","0,00","2.126.670.000,00","1,48","41,15%"
VVAX3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-4,44","-4,44","-7,36%","-37,76%","2,19","-6,52%","-92,03%","0,00","144.676.000,00","1,55","0,00%"
VNET3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","13.006.700.000,00","0,00","5,52%"
VVAX4,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-4,44","-4,44","-7,36%","-37,76%","2,19","-6,52%","-92,03%","0,00","144.676.000,00","1,55","0,00%"
CZRS3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,34%","0,00","1.145.670.000,00","0,00","14,44%"
VGOR3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","6,77","6,77","4,50%","-4,59%","1,04","6,00%","-24,29%","0,00","135.178.000,00","1,89","4,77%"
CSPC3,"1,24","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,43","1,43","38,62%","18,85%","1,43","29,18%","45,33%","0,00","2.126.670.000,00","1,48","41,15%"
DUFB11,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
DAYC3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,33%","0,00","3.009.030.000,00","0,00","8,15%"
VSPT3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","3.786.440.000,00","0,00","9,18%"
ENER5,"6,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,75","3,15","22,83%","11,00%","1,42","17,17%","50,01%","0,00","1.059.940.000,00","5,02","7,10%"
ENER3,"10,50","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,75","3,15","22,83%","11,00%","1,42","17,17%","50,01%","0,00","1.059.940.000,00","5,02","7,10%"
ENER6,"12,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,75","3,15","22,83%","11,00%","1,42","17,17%","50,01%","0,00","1.059.940.000,00","5,02","7,10%"
TEFC11,"35,50","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,45","3,45","23,54%","14,18%","0,61","14,85%","46,72%","0,00","45.856.000.000,00","2,95","12,91%"
CAFE4,"0,50","0,00","0,00","0,071","0,00%","0,004","0,00","-0,13","0,00","-45,27","-53,49","-53,07%","2.163,80%","0,02","-2,81%","-64,17%","0,00","-377.387.000,00","-0,98","-11,30%"
CESP4,"16,29","0,01","0,00","0,003","0,00%","0,000","0,01","0,01","0,00","13,52","6,27","24,37%","57,81%","2,37","3,32%","20,71%","0,00","4.625.770.000,00","1,36","-4,05%"
MLPA12,"40,00","0,01","0,00","0,001","0,00%","0,002","0,00","0,01","0,00","-2,06","-2,06","6,66%","8,92%","0,00","0,00%","45,13%","0,00","44.578.000,00","0,00","-7,51%"
MLPA4,"45,00","0,01","0,00","0,001","0,00%","0,003","0,00","0,01","0,00","-2,06","-2,06","6,66%","8,92%","0,00","0,00%","45,13%","0,00","44.578.000,00","0,00","-7,51%"
CAFE3,"2,00","0,02","-0,01","0,283","0,00%","0,015","-0,01","-0,53","-0,01","-45,67","-53,96","-53,07%","2.163,80%","0,02","-2,81%","-64,17%","0,00","-377.387.000,00","-0,98","-11,30%"
BSCT3,"4,05","0,04","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
RCTB42,"20,00","0,04","0,00","0,004","0,00%","0,000","0,00","-0,01","0,00","4,50","48,65","-66,51%","12,16%","5,55","-12,02%","3,68%","0,00","1.527.940.000,00","0,00","13,00%"
CORR3,"12,00","0,04","0,06","0,834","0,00%","0,017","0,03","-0,08","0,42","3,33","3,38","-1.057,66%","2.141,14%","4,25","-85,44%","152,84%","0,00","4.665.000,00","0,00","-42,09%"
SULT4,"0,43","0,04","0,01","0,025","0,00%","0,002","-0,01","0,38","0,00","0,56","0,55","6,65%","57,37%","0,29","0,65%","20,08%","0,00","616.814.000,00","0,01","20,04%"
AZUL4,"0,81","0,05","-0,03","0,035","0,00%","0,027","-0,04","0,19","-0,02","9,25","5,24","18,18%","72,55%","0,27","17,57%","-57,23%","16.765.700,00","-27.406.700.000,00","-1,36","24,72%"
SULT3,"0,56","0,06","0,01","0,033","0,00%","0,003","-0,02","0,49","0,00","0,67","0,66","6,65%","57,37%","0,29","0,65%","20,08%","0,00","616.814.000,00","0,01","20,04%"
BPHA3,"0,62","0,06","-0,24","-20,054","0,00%","0,995","-0,38","0,78","-0,20","1,60","1,43","-2.581,69%","-33.652,50%","0,06","401,01%","-402,50%","0,00","-292.294.000,00","-0,26","-53,39%"
BRSR4,"181,10","0,06","0,01","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,32%","0,00","10.874.300.000,00","0,00","5,41%"
IGBR5,"18,90","0,06","-0,04","3,248","0,00%","0,111","-0,11","-0,40","-0,03","-4,55","-4,76","-817,12%","5.379,32%","0,33","-57,99%","-60,10%","0,00","-650.957.000,00","-0,54","13,97%"
IGBR6,"19,00","0,06","-0,04","3,266","0,00%","0,112","-0,11","-0,40","-0,03","-4,55","-4,76","-817,12%","5.379,32%","0,33","-57,99%","-60,10%","0,00","-650.957.000,00","-0,54","13,97%"
RCTB41,"33,51","0,06","0,00","0,007","0,00%","0,001","0,00","-0,01","-0,01","4,49","48,60","-66,51%","12,16%","5,55","-12,02%","3,68%","0,00","1.527.940.000,00","0,00","13,00%"
